opName	category	safetyStatus	recipeLines	vbaFunction	requiredParams	optionalParams	createsElements	ownElementOnly	sourceRefs	addedDate	promotedDate	notes
VIEW_GROUP_LIST	keyin_recipe	verified-headless-safe	KEYIN:VIEW GROUP LIST				N	N	wave6 display/render	2026-07-31	2026-07-31	list available view groups live batch probe 2026-07-31 (0.014s)
VIEW_GROUP_NEXT	keyin_recipe	verified-headless-safe	KEYIN:VIEW GROUP NEXT				N	N	wave6 display/render	2026-07-31	2026-07-31	cycle to next view group live batch probe 2026-07-31 (0.013s)
VIEW_GROUP_PREVIOUS	keyin_recipe	verified-headless-safe	KEYIN:VIEW GROUP PREVIOUS				N	N	wave6 display/render	2026-07-31	2026-07-31	cycle to previous view group live batch probe 2026-07-31 (0.014s)
SET_TEMPLATE_ON	keyin_recipe	verified-headless-safe	KEYIN:SET TEMPLATE ON				N	N	wave6 display/render	2026-07-31	2026-07-31	show element templates live batch probe 2026-07-31 (0.014s)
SET_TEMPLATE_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET TEMPLATE OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	hide element templates live batch probe 2026-07-31 (0.014s)
TEMPLATE_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:TEMPLATE DISPLAY ON				N	N	wave6 display/render	2026-07-31	2026-07-31	display template symbology in view live batch probe 2026-07-31 (0.014s)
TEMPLATE_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:TEMPLATE DISPLAY OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	hide template symbology in view live batch probe 2026-07-31 (0.015s)
SET_FASTFILL_ON	keyin_recipe	verified-headless-safe	KEYIN:SET FASTFILL ON				N	N	wave6 display/render	2026-07-31	2026-07-31	enable fast fill display mode live batch probe 2026-07-31 (0.016s)
SET_FASTFILL_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET FASTFILL OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	disable fast fill display mode live batch probe 2026-07-31 (0.031s)
SET_FASTREFRESH_ON	keyin_recipe	verified-headless-safe	KEYIN:SET FASTREFRESH ON				N	N	wave6 display/render	2026-07-31	2026-07-31	enable fast refresh mode live batch probe 2026-07-31 (0.014s)
SET_FASTREFRESH_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET FASTREFRESH OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	disable fast refresh mode live batch probe 2026-07-31 (0.014s)
VIEW_DYNAMIC_ON	keyin_recipe	verified-headless-safe	KEYIN:VIEW DYNAMIC ON				N	N	wave6 display/render	2026-07-31	2026-07-31	enable dynamic view update live batch probe 2026-07-31 (0.014s)
VIEW_DYNAMIC_OFF	keyin_recipe	verified-headless-safe	KEYIN:VIEW DYNAMIC OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	disable dynamic view update live batch probe 2026-07-31 (0.013s)
SET_VIEWCUBE_ON	keyin_recipe	verified-headless-safe	KEYIN:SET VIEWCUBE ON				N	N	wave6 display/render	2026-07-31	2026-07-31	show view cube widget live batch probe 2026-07-31 (0.014s)
SET_VIEWCUBE_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET VIEWCUBE OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	hide view cube widget live batch probe 2026-07-31 (0.014s)
SET_NAVIGATOR_ON	keyin_recipe	verified-headless-safe	KEYIN:SET NAVIGATOR ON				N	N	wave6 display/render	2026-07-31	2026-07-31	show navigator panel live batch probe 2026-07-31 (0.014s)
SET_NAVIGATOR_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET NAVIGATOR OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	hide navigator panel live batch probe 2026-07-31 (0.014s)
SET_SCALEBAR_ON	keyin_recipe	verified-headless-safe	KEYIN:SET SCALEBAR ON				N	N	wave6 display/render	2026-07-31	2026-07-31	show scale bar in view live batch probe 2026-07-31 (0.014s)
SET_SCALEBAR_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET SCALEBAR OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	hide scale bar in view live batch probe 2026-07-31 (0.015s)
LEVEL_BYVIEW_ON	keyin_recipe	verified-headless-safe	KEYIN:LEVEL BYVIEW ON				N	N	wave6 display/render	2026-07-31	2026-07-31	enable per-view level display live batch probe 2026-07-31 (0.014s)
LEVEL_BYVIEW_OFF	keyin_recipe	verified-headless-safe	KEYIN:LEVEL BYVIEW OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	disable per-view level display live batch probe 2026-07-31 (0.013s)
SET_VIEWFLAGS_ON	keyin_recipe	verified-headless-safe	KEYIN:SET VIEWFLAGS ON				N	N	wave6 display/render	2026-07-31	2026-07-31	enable view flags symbology live batch probe 2026-07-31 (0.013s)
SET_VIEWFLAGS_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET VIEWFLAGS OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	disable view flags symbology live batch probe 2026-07-31 (0.014s)
POINT_CLOUD_ON	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD ON				N	N	wave6 display/render	2026-07-31	2026-07-31	display point cloud elements live batch probe 2026-07-31 (0.014s)
POINT_CLOUD_OFF	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	hide point cloud elements live batch probe 2026-07-31 (0.014s)
REALITY_MESH_ON	keyin_recipe	verified-headless-safe	KEYIN:REALITY MESH ON				N	N	wave6 display/render	2026-07-31	2026-07-31	display reality mesh elements live batch probe 2026-07-31 (0.016s)
REALITY_MESH_OFF	keyin_recipe	verified-headless-safe	KEYIN:REALITY MESH OFF				N	N	wave6 display/render	2026-07-31	2026-07-31	hide reality mesh elements live batch probe 2026-07-31 (0.015s)
DIALOG_RENDER	keyin_recipe	unsafe-blocked	KEYIN:DIALOG RENDER				N	N	wave6 display/render	2026-07-31		negative batch probe 2026-07-31: kind=dialog, not promotable
DIALOG_THEMATIC	keyin_recipe	unsafe-blocked	KEYIN:DIALOG THEMATIC				N	N	wave6 display/render	2026-07-31		negative batch probe 2026-07-31: kind=dialog, not promotable
DIALOG_VIEW_GROUP	keyin_recipe	unsafe-blocked	KEYIN:DIALOG VIEW GROUP				N	N	wave6 display/render	2026-07-31		negative batch probe 2026-07-31: kind=dialog, not promotable
DIALOG_DISPLAY_SET	keyin_recipe	unsafe-blocked	KEYIN:DIALOG DISPLAY SET				N	N	wave6 display/render	2026-07-31		negative batch probe 2026-07-31: kind=dialog, not promotable
DIALOG_CAMERA	keyin_recipe	unsafe-blocked	KEYIN:DIALOG CAMERA				N	N	wave6 display/render	2026-07-31		negative batch probe 2026-07-31: kind=dialog, not promotable
DIALOG_MATERIAL	keyin_recipe	unsafe-blocked	KEYIN:DIALOG MATERIAL				N	N	wave6 display/render	2026-07-31		negative batch probe 2026-07-31: kind=dialog, not promotable
RENDER_IMAGE	keyin_recipe	unsafe-blocked	COMMAND:RENDER IMAGE				N	N	wave6 display/render	2026-07-31		negative batch probe 2026-07-31: kind=tool, not promotable
WALKTHROUGH	keyin_recipe	unsafe-blocked	COMMAND:WALKTHROUGH				N	N	wave6 display/render	2026-07-31		negative batch probe 2026-07-31: kind=tool, not promotable
MODEL_GO	keyin_recipe	verified-headless-safe	KEYIN:MODEL {modelName}		modelName		N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	activate model by name live batch probe 2026-07-31 (0.015s)
MODEL_NEXT	keyin_recipe	verified-headless-safe	KEYIN:MODEL NEXT				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	cycle to next model live batch probe 2026-07-31 (0.014s)
MODEL_PREVIOUS	keyin_recipe	verified-headless-safe	KEYIN:MODEL PREVIOUS				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	cycle to previous model live batch probe 2026-07-31 (0.014s)
ACTIVE_MODEL	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE {modelName}		modelName		N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	set active model by name live batch probe 2026-07-31 (0.015s)
MODEL_ACTIVATE	keyin_recipe	verified-headless-safe	KEYIN:MODEL {modelName}		modelName		N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	activate named model live batch probe 2026-07-31 (0.016s)
MODEL_CYCLE	keyin_recipe	verified-headless-safe	KEYIN:MODEL CYCLE				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	cycle active model live batch probe 2026-07-31 (0.014s)
SET_MODEL_ON	keyin_recipe	verified-headless-safe	KEYIN:SET MODEL ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable model display category live batch probe 2026-07-31 (0.014s)
SET_MODEL_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET MODEL OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable model display category live batch probe 2026-07-31 (0.014s)
AM_EQ	keyin_recipe	verified-headless-safe	KEYIN:AM={modelName}		modelName		N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	legacy active model syntax live batch probe 2026-07-31 (0.014s)
SET_RASTERREF_ON	keyin_recipe	verified-headless-safe	KEYIN:SET RASTER REF ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable raster reference display live batch probe 2026-07-31 (0.014s)
SET_RASTERREF_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET RASTER REF OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable raster reference display live batch probe 2026-07-31 (0.014s)
RASTER_MONOCHROME_ON	keyin_recipe	verified-headless-safe	KEYIN:RASTER MONOCHROME ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	display rasters monochrome live batch probe 2026-07-31 (0.014s)
RASTER_MONOCHROME_OFF	keyin_recipe	verified-headless-safe	KEYIN:RASTER MONOCHROME OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	display rasters in color live batch probe 2026-07-31 (0.014s)
RASTER_TRANSPARENCY_ON	keyin_recipe	verified-headless-safe	KEYIN:RASTER TRANSPARENCY ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable raster transparency live batch probe 2026-07-31 (0.015s)
RASTER_TRANSPARENCY_OFF	keyin_recipe	verified-headless-safe	KEYIN:RASTER TRANSPARENCY OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable raster transparency live batch probe 2026-07-31 (0.027s)
RASTER_CLIP_ON	keyin_recipe	verified-headless-safe	KEYIN:RASTER CLIP ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable raster clipping live batch probe 2026-07-31 (0.016s)
RASTER_CLIP_OFF	keyin_recipe	verified-headless-safe	KEYIN:RASTER CLIP OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable raster clipping live batch probe 2026-07-31 (0.014s)
POINTCLOUD_ON	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	turn point cloud visibility on live batch probe 2026-07-31 (0.014s)
POINTCLOUD_OFF	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	turn point cloud visibility off live batch probe 2026-07-31 (0.014s)
POINTCLOUD_CLASSIFICATION_ON	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD CLASSIFICATION ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	show point cloud classification colors live batch probe 2026-07-31 (0.014s)
POINTCLOUD_CLASSIFICATION_OFF	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD CLASSIFICATION OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	hide point cloud classification colors live batch probe 2026-07-31 (0.014s)
POINTCLOUD_DENSITY_MEDIUM	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD DENSITY MEDIUM				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	set point cloud density medium live batch probe 2026-07-31 (0.014s)
POINTCLOUD_COLORBY_INTENSITY	keyin_recipe	verified-headless-safe	KEYIN:POINT CLOUD COLOR BY INTENSITY				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	color point cloud by intensity live batch probe 2026-07-31 (0.014s)
SET_REALITYDATA_ON	keyin_recipe	verified-headless-safe	KEYIN:SET REALITY DATA ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable reality data display live batch probe 2026-07-31 (0.014s)
SET_REALITYDATA_OFF	keyin_recipe	verified-headless-safe	KEYIN:SET REALITY DATA OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable reality data display live batch probe 2026-07-31 (0.014s)
REALITYDATA_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:REALITY DATA DISPLAY ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	show reality data in view live batch probe 2026-07-31 (0.014s)
REALITYDATA_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:REALITY DATA DISPLAY OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	hide reality data in view live batch probe 2026-07-31 (0.013s)
REFERENCE_SET_DISPLAY_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET DISPLAY=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	turn display off for all references live batch probe 2026-07-31 (0.026s)
REFERENCE_SET_SNAP_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET SNAP=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	turn snap off for all references live batch probe 2026-07-31 (0.015s)
REFERENCE_SET_LOCATE_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET LOCATE=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	turn locate off for all references live batch probe 2026-07-31 (0.015s)
REFERENCE_SET_DISPLAYRASTERREFS_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET DISPLAYRASTERREFS=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	hide nested raster refs for all references live batch probe 2026-07-31 (0.04s)
REFERENCE_SET_SCALELINESTYLES_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET SCALELINESTYLES=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable scale line styles for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_ROTATECLIPPING_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET ROTATECLIPPING=ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable rotate clipping for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_TREATASELEMENT_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET TREATASELEMENT=ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	treat reference as element for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_USELIGHTS_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET USELIGHTS=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable reference lighting for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_USEVIEWFLAGS_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET USEVIEWFLAGS=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable reference view flags for all references live batch probe 2026-07-31 (0.015s)
REFERENCE_SET_NESTOVERRIDES_DENY_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET NESTOVERRIDES=DENY ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	deny nested reference overrides for all live batch probe 2026-07-31 (0.015s)
REFERENCE_SET_GLOBALLSSCALE_REFERENCE_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET GLOBALLSSCALE=REFERENCE ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	use reference global line scale for all live batch probe 2026-07-31 (0.046s)
REFERENCE_SET_SYNCHWITHSAVEDVIEW_SAVEDVIEW_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET SYNCHWITHSAVEDVIEW=SAVEDVIEW ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	synch references to saved view for all live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_IGNOREWHENNESTING_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET IGNOREWHENNESTING=ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	ignore reference when nesting for all live batch probe 2026-07-31 (0.015s)
REFERENCE_SNAP_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SNAP ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable snap on all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SNAP_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SNAP OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable snap on all references live batch probe 2026-07-31 (0.014s)
REFERENCE_LOCATE_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE LOCATE ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable locate on all references live batch probe 2026-07-31 (0.015s)
REFERENCE_LOCATE_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE LOCATE OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable locate on all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_LOGICALNESTED_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET LOGICALNESTED=ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable logical nesting for all references live batch probe 2026-07-31 (0.013s)
REFERENCE_SET_LOGICALNESTED_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET LOGICALNESTED=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable logical nesting for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_HIDENESTEDLEVELS_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET HIDENESTEDLEVELS=ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	hide nested levels for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_HIDENESTEDLEVELS_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET HIDENESTEDLEVELS=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	show nested levels for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_DONOTNEST_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET DONOTNEST=ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	prevent nesting for all references live batch probe 2026-07-31 (0.013s)
REFERENCE_SET_DONOTNEST_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET DONOTNEST=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	allow nesting for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_MONITOR_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET MONITOR=ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable reference monitor for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_SET_MONITOR_OFF_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE SET MONITOR=OFF ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable reference monitor for all references live batch probe 2026-07-31 (0.014s)
REFERENCE_HIGHLIGHT_ON	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE HIGHLIGHT ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	highlight reference boundaries live batch probe 2026-07-31 (0.038s)
REFERENCE_HIGHLIGHT_OFF	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE HIGHLIGHT OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	stop highlighting reference boundaries live batch probe 2026-07-31 (0.014s)
REFERENCE_BOUNDARY_ON	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE BOUNDARY ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	show reference clip boundaries live batch probe 2026-07-31 (0.013s)
REFERENCE_BOUNDARY_OFF	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE BOUNDARY OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	hide reference clip boundaries live batch probe 2026-07-31 (0.014s)
REFERENCE_CLIP_BOUNDARY_ON_ALL	keyin_recipe	unsafe-blocked	KEYIN:REFERENCE CLIP BOUNDARY ON ALL				N	N	wave6 model/raster/reality	2026-07-31		enable clip boundary for all references live batch probe 2026-07-31 (0.089s) | false-OK audit 2026-08-02: ARMED — left CommandName='Set Reference Clip Element' prompt='Identify Clipping Element' (baseline='Element Selection'). Old keyin_batch probe SendReset masked this; refusing headless execution.
REFERENCE_CLIP_MASK_ON_ALL	keyin_recipe	verified-headless-safe	KEYIN:REFERENCE CLIP MASK ON ALL				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable clip mask for all references live batch probe 2026-07-31 (0.017s)
DRAWINGBOUNDARY_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:DRAWING BOUNDARY DISPLAY ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	show drawing boundary graphics live batch probe 2026-07-31 (0.017s)
DRAWINGBOUNDARY_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:DRAWING BOUNDARY DISPLAY OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	hide drawing boundary graphics live batch probe 2026-07-31 (0.017s)
DRAWINGBOUNDARY_APPLY_ON	keyin_recipe	verified-headless-safe	KEYIN:DRAWING BOUNDARY APPLY ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	apply drawing boundary to view live batch probe 2026-07-31 (0.016s)
DRAWINGBOUNDARY_APPLY_OFF	keyin_recipe	verified-headless-safe	KEYIN:DRAWING BOUNDARY APPLY OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	stop applying drawing boundary live batch probe 2026-07-31 (0.014s)
DRAWINGBOUNDARY_ACTIVE_ON	keyin_recipe	verified-headless-safe	KEYIN:DRAWING BOUNDARY ACTIVE ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	set active drawing boundary live batch probe 2026-07-31 (0.014s)
DRAWINGBOUNDARY_ACTIVE_OFF	keyin_recipe	verified-headless-safe	KEYIN:DRAWING BOUNDARY ACTIVE OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	clear active drawing boundary live batch probe 2026-07-31 (0.014s)
DRAWINGBOUNDARY_NEXT	keyin_recipe	verified-headless-safe	KEYIN:DRAWING BOUNDARY NEXT				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	cycle to next drawing boundary live batch probe 2026-07-31 (0.015s)
DRAWINGBOUNDARY_PREVIOUS	keyin_recipe	verified-headless-safe	KEYIN:DRAWING BOUNDARY PREVIOUS				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	cycle to previous drawing boundary live batch probe 2026-07-31 (0.014s)
SECTIONCLIP_DISPLAY_ON	keyin_recipe	verified-headless-safe	KEYIN:SECTION CLIP DISPLAY ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	show section clip graphics live batch probe 2026-07-31 (0.014s)
SECTIONCLIP_DISPLAY_OFF	keyin_recipe	verified-headless-safe	KEYIN:SECTION CLIP DISPLAY OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	hide section clip graphics live batch probe 2026-07-31 (0.014s)
SECTIONCLIP_APPLY_ON	keyin_recipe	verified-headless-safe	KEYIN:SECTION CLIP APPLY ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	apply section clip to view live batch probe 2026-07-31 (0.015s)
SECTIONCLIP_APPLY_OFF	keyin_recipe	verified-headless-safe	KEYIN:SECTION CLIP APPLY OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	stop applying section clip live batch probe 2026-07-31 (0.014s)
SECTIONCLIP_ACTIVE_ON	keyin_recipe	verified-headless-safe	KEYIN:SECTION CLIP ACTIVE ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	set active section clip live batch probe 2026-07-31 (0.014s)
SECTIONCLIP_ACTIVE_OFF	keyin_recipe	verified-headless-safe	KEYIN:SECTION CLIP ACTIVE OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	clear active section clip live batch probe 2026-07-31 (0.014s)
SECTIONCLIP_CUT_ON	keyin_recipe	verified-headless-safe	KEYIN:SECTION CLIP CUT ON				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	enable section clip cut display live batch probe 2026-07-31 (0.014s)
SECTIONCLIP_CUT_OFF	keyin_recipe	verified-headless-safe	KEYIN:SECTION CLIP CUT OFF				N	N	wave6 model/raster/reality	2026-07-31	2026-07-31	disable section clip cut display live batch probe 2026-07-31 (0.013s)
ATTACH_RASTER	keyin_recipe	unsafe-blocked	KEYIN:ATTACH {filePath}		filePath		N	N	wave6 model/raster/reality	2026-07-31		negative batch probe 2026-07-31: kind=file, not promotable
DIALOG_MODEL	keyin_recipe	unsafe-blocked	KEYIN:DIALOG MODEL				N	N	wave6 model/raster/reality	2026-07-31		negative batch probe 2026-07-31: kind=dialog, not promotable
DIALOG_REALITYMESH	keyin_recipe	unsafe-blocked	KEYIN:DIALOG REALITY MESH				N	N	wave6 model/raster/reality	2026-07-31		negative batch probe 2026-07-31: kind=dialog, not promotable
PLACE_RASTERREF	keyin_recipe	unsafe-blocked	COMMAND:PLACE RASTER REFERENCE				N	N	wave6 model/raster/reality	2026-07-31		negative batch probe 2026-07-31: kind=tool, not promotable
REFERENCE_ATTACH	keyin_recipe	unsafe-blocked	KEYIN:REFERENCE {filePath}		filePath		N	N	wave6 model/raster/reality	2026-07-31		negative batch probe 2026-07-31: kind=file, not promotable
AP_EQ	keyin_recipe	verified-headless-safe	KEYIN:AP={pattern}		pattern		N	N	wave6 hatch/linestyle	2026-07-31	2026-07-31	two-letter active pattern cell live batch probe 2026-07-31 (0.016s)
LT_EQ	keyin_recipe	verified-headless-safe	KEYIN:LT={terminator}		terminator		N	N	wave6 hatch/linestyle	2026-07-31	2026-07-31	two-letter active line terminator cell live batch probe 2026-07-31 (0.017s)
LD_EQ	keyin_recipe	verified-headless-safe	KEYIN:LD={level}		level		N	N	wave6 hatch/linestyle	2026-07-31	2026-07-31	two-letter dimension level live batch probe 2026-07-31 (0.014s)
PT_EQ	keyin_recipe	verified-headless-safe	KEYIN:PT={point}		point		N	N	wave6 hatch/linestyle	2026-07-31	2026-07-31	two-letter active point cell live batch probe 2026-07-31 (0.016s)
ACTIVE_HATCH	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE HATCH {pattern}		pattern		N	N	wave6 hatch/linestyle	2026-07-31	2026-07-31	long-form active hatch pattern live batch probe 2026-07-31 (0.014s)
ACTIVE_HATCHANGLE	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE HATCHANGLE {angleDeg}		angleDeg		N	N	wave6 hatch/linestyle	2026-07-31	2026-07-31	active hatch angle degrees live batch probe 2026-07-31 (0.014s)
ACTIVE_HATCHSCALE	keyin_recipe	verified-headless-safe	KEYIN:ACTIVE HATCHSCALE {scale}		scale		N	N	wave6 hatch/linestyle	2026-07-31	2026-07-31	active hatch scale factor live batch probe 2026-07-31 (0.015s)
